location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
JP Nagar,1282,2,3,0,14,21.82,9.39,1,50.5,99.01
Electronic City,1430,3,4,2,4,22.57,5.35,1,46.1,137.6
JP Nagar,1290,3,4,1,4,8.49,8.08,1,87.7,187.24
Whitefield,999,1,1,0,13,2.75,9.88,0,41.5,113.48
Indiranagar,688,2,3,2,13,5.65,9.13,0,78.6,130.71
Whitefield,777,2,3,2,13,12.12,9.75,0,60.1,101.33
Yelahanka,1269,4,5,0,4,7.57,6.26,2,83.4,159.92
Jayanagar,650,1,2,3,10,11.61,2.06,2,47.2,103.31
Bellandur,3177,5,5,1,18,19.09,5.79,2,59.8,287.35
Koramangala,400,2,1,3,4,10.81,11.57,2,41.0,67.12
JP Nagar,1004,1,1,3,3,5.33,3.8,2,54.1,90.33
Koramangala,1275,3,3,1,14,9.27,5.15,3,69.0,184.41
JP Nagar,1586,3,2,1,20,18.7,9.23,1,50.7,122.3
Sarjapur Road,725,1,1,0,6,10.89,1.1,2,76.0,85.35
Electronic City,2239,4,5,0,4,6.61,9.13,2,47.1,193.41
Yelahanka,558,1,1,0,29,10.97,3.44,0,84.7,28.89
Indiranagar,879,1,1,1,14,11.64,3.35,2,95.3,132.87
Hebbal,1688,4,4,3,29,7.76,7.07,1,63.2,180.7
JP Nagar,2126,4,5,1,13,24.89,3.21,0,71.7,207.52
Koramangala,554,3,3,0,23,19.31,7.77,1,69.3,83.42
Yelahanka,5140,6,6,3,23,17.47,10.92,2,87.1,366.47
HSR Layout,732,1,1,0,2,21.44,4.97,2,99.7,142.59
HSR Layout,583,2,1,3,4,16.83,11.33,1,84.1,106.61
Whitefield,1582,2,1,0,11,19.88,11.32,2,52.9,155.89
Indiranagar,991,1,1,1,19,10.61,2.65,1,81.8,163.13
Hebbal,913,1,1,2,13,12.76,5.3,0,76.9,113.07
Sarjapur Road,1665,3,4,2,29,1.65,11.88,3,52.6,160.37
Koramangala,518,1,1,3,4,7.38,1.72,1,54.5,92.65
Hebbal,471,1,1,1,23,9.52,5.81,2,79.2,90.08
Electronic City,864,3,2,0,3,15.82,5.3,1,88.5,110.31
Electronic City,2171,3,3,3,20,11.87,9.76,2,85.7,219.37
Koramangala,885,1,2,3,15,15.39,2.11,0,76.4,114.51
Bellandur,2892,5,6,0,6,17.98,2.81,2,96.3,308.63
Sarjapur Road,2323,4,4,0,2,1.55,2.27,0,83.9,286.55
Yelahanka,1402,2,2,0,28,6.83,2.17,1,72.5,91.88
JP Nagar,1447,3,4,1,21,4.69,3.24,1,89.0,217.24
Bellandur,1401,3,4,2,24,5.09,6.43,1,57.4,119.24
JP Nagar,1310,4,3,3,26,12.83,8.54,1,55.8,123.95
JP Nagar,981,1,1,3,3,18.63,4.69,1,98.3,101.07
Bellandur,1046,3,2,2,19,7.18,5.47,1,97.0,123.08
Whitefield,666,2,3,3,21,20.7,9.55,0,92.8,78.19
HSR Layout,400,1,1,1,5,22.37,6.4,1,52.9,37.23
JP Nagar,2202,3,4,0,2,9.09,7.16,1,75.3,233.46
Bellandur,1308,1,2,2,29,17.19,6.31,1,72.1,73.0
Bellandur,1204,3,2,1,0,3.37,9.52,0,52.2,184.6
Jayanagar,1494,3,3,0,2,18.73,2.37,2,66.9,178.61
Hebbal,761,2,1,2,23,4.54,11.78,2,67.9,109.55
Marathahalli,692,1,1,1,7,17.34,10.58,0,54.4,49.61
Whitefield,1027,2,2,2,15,10.84,4.92,1,97.3,134.61
Indiranagar,2547,5,5,2,21,23.25,5.1,3,69.6,328.34
Marathahalli,631,1,1,1,6,11.88,10.22,1,71.5,91.27
Hebbal,400,1,2,3,17,1.26,5.46,1,75.9,59.49
Hebbal,901,1,1,1,8,12.28,6.2,2,93.2,156.12
Hebbal,2250,3,4,2,2,19.99,9.0,0,72.0,180.65
Marathahalli,463,1,1,2,17,16.35,4.78,0,72.5,56.69
Koramangala,627,1,1,1,15,24.17,,2,54.4,65.24
HSR Layout,1387,2,3,0,20,21.16,0.64,0,76.2,126.34
Bellandur,4932,6,5,0,0,13.4,1.77,1,62.9,441.13
HSR Layout,569,1,1,0,20,5.56,,1,78.8,93.62
Sarjapur Road,557,1,2,0,25,0.59,0.74,1,58.0,55.47
Koramangala,1446,2,3,1,19,24.52,3.82,0,82.9,114.26
Indiranagar,2328,4,3,3,15,23.49,5.36,1,77.1,279.42
HSR Layout,851,2,3,0,11,7.22,1.4,2,68.5,166.64
Electronic City,492,1,2,2,5,16.14,0.97,1,45.8,30.25
Hebbal,1523,2,1,0,27,18.37,0.39,2,77.6,126.41
JP Nagar,1683,3,3,3,20,14.66,5.93,3,91.6,178.58
Sarjapur Road,3192,6,6,1,8,21.15,1.93,2,50.3,276.34
Whitefield,1722,3,3,3,20,2.41,8.33,3,45.1,147.29
Indiranagar,1892,2,3,3,12,22.46,6.02,0,42.4,210.52
Sarjapur Road,1039,3,4,3,23,10.1,0.42,1,41.9,115.72
Hebbal,4596,6,5,0,11,12.28,,2,90.5,439.21
JP Nagar,964,2,3,0,12,11.4,11.03,1,83.7,105.12
Koramangala,857,2,3,3,17,13.52,1.67,1,52.1,107.06
JP Nagar,3246,6,6,1,18,15.16,9.14,1,95.0,335.9
Marathahalli,533,1,2,0,18,17.9,3.11,0,48.1,46.13
JP Nagar,434,1,2,1,18,13.36,3.99,0,62.4,52.05
Marathahalli,1282,3,4,0,5,17.28,0.49,1,67.1,147.26
Koramangala,1199,2,1,1,15,8.79,6.76,3,44.6,181.43
Yelahanka,1059,1,2,0,6,23.45,5.71,1,60.8,92.61
Hebbal,2073,5,4,3,6,2.08,8.99,0,46.1,218.38
Marathahalli,728,1,1,2,27,13.87,,4,87.4,114.55
Whitefield,1243,2,3,2,22,2.64,6.66,0,42.8,116.51
JP Nagar,984,1,1,1,27,11.35,11.44,1,41.0,83.18
JP Nagar,735,1,1,1,18,6.81,1.95,2,83.9,94.4
Whitefield,1160,2,3,3,15,23.45,,1,86.9,91.29
Electronic City,1918,3,2,3,16,0.82,9.99,0,69.7,174.56
Bellandur,3852,6,5,1,21,10.08,6.73,2,59.1,381.0
Yelahanka,1650,2,2,2,18,19.66,6.65,2,54.2,91.36
Indiranagar,400,1,2,3,15,5.12,5.63,0,47.0,72.62
Marathahalli,1175,2,3,1,28,20.48,,2,69.1,137.0
Whitefield,1233,3,4,3,15,21.56,1.15,0,69.5,152.94
Koramangala,2008,4,3,3,18,17.85,1.26,1,67.4,257.65
Marathahalli,1328,3,4,0,14,5.62,2.44,1,86.7,175.14
Bellandur,2391,4,3,3,2,7.16,1.31,2,46.0,250.16
Koramangala,1488,2,1,1,14,4.59,1.46,1,80.2,185.45
Sarjapur Road,2828,5,5,3,24,5.01,7.72,1,64.1,259.5
Hebbal,943,2,1,1,27,1.39,1.6,0,54.5,126.65
JP Nagar,1299,2,2,0,15,21.5,5.69,2,80.9,124.09
Sarjapur Road,1891,3,3,0,19,13.45,,1,51.9,128.97
Marathahalli,876,1,2,2,4,8.53,3.38,0,53.9,95.03
Bellandur,777,2,2,0,18,7.59,,0,99.9,86.02
Yelahanka,849,2,3,0,9,13.85,0.57,2,93.3,89.32
Hebbal,795,1,1,1,12,8.5,10.55,0,81.8,73.35
Marathahalli,1600,3,2,2,14,21.66,9.16,0,58.9,130.9
Whitefield,437,1,2,0,11,5.67,11.07,0,72.2,80.17
HSR Layout,510,2,1,3,16,22.12,9.49,1,47.6,79.62
Marathahalli,3343,5,6,2,14,16.77,,0,60.0,292.75
Hebbal,805,1,1,0,27,23.94,1.47,1,44.1,31.54
JP Nagar,1340,2,2,2,3,0.87,10.06,2,76.6,156.85
JP Nagar,529,1,2,0,14,1.95,5.83,0,91.4,107.38
Marathahalli,1264,4,5,1,16,12.77,4.35,2,88.6,134.21
Koramangala,808,1,2,2,26,22.85,2.02,0,91.4,124.62
HSR Layout,508,2,2,2,10,18.4,0.21,1,50.5,78.32
Whitefield,2503,4,3,0,22,15.74,7.78,0,79.0,201.04
Marathahalli,2300,5,5,2,22,1.27,8.77,0,97.4,237.39
Koramangala,1131,3,3,0,14,9.18,4.78,0,87.0,175.33
JP Nagar,2079,4,4,3,19,8.97,2.14,1,40.2,195.62
JP Nagar,3418,6,5,2,20,13.78,1.91,2,92.9,343.14
Bellandur,1817,4,4,2,25,6.82,2.19,3,82.3,210.57
Marathahalli,1562,2,3,1,6,7.05,0.86,2,47.3,154.92
HSR Layout,1339,3,3,1,12,15.71,4.44,1,58.8,146.57
Electronic City,1715,3,2,2,21,23.64,7.47,1,47.1,138.81
HSR Layout,982,2,3,1,12,16.67,5.48,0,83.8,146.0
JP Nagar,1031,2,1,2,19,16.87,1.68,0,40.2,98.23
JP Nagar,1538,2,2,0,19,24.66,9.83,1,67.9,129.51
Sarjapur Road,925,3,2,2,1,4.26,3.59,2,100.0,181.68
JP Nagar,981,2,3,2,9,1.33,7.31,2,91.1,119.12
Whitefield,1200,2,1,3,17,18.77,3.1,0,75.2,111.6
Indiranagar,2260,4,5,1,27,11.25,7.22,1,81.6,331.89
Marathahalli,644,1,2,1,19,11.01,1.73,1,76.2,95.57
HSR Layout,1822,5,5,3,4,6.02,7.93,1,88.7,283.42
Indiranagar,1855,3,3,0,19,12.92,6.96,3,93.2,253.66
Koramangala,1849,2,3,0,29,11.33,6.33,2,86.0,231.39
Electronic City,770,2,1,0,18,8.96,2.76,1,50.9,77.29
Whitefield,473,1,2,3,26,11.35,6.44,2,62.4,36.6
Hebbal,1633,4,4,2,1,9.9,,1,87.1,241.93
Jayanagar,1330,3,2,0,3,23.53,1.68,3,89.4,178.42
HSR Layout,2085,3,4,0,29,24.52,8.5,1,77.7,178.1
Indiranagar,816,2,2,3,15,21.08,1.54,0,82.8,106.44
Hebbal,1823,3,4,1,26,24.77,4.19,4,50.5,150.8
Electronic City,2143,5,6,3,20,7.01,8.27,2,62.4,207.71
Sarjapur Road,1139,2,3,1,15,21.15,6.81,1,72.1,102.08
Hebbal,1509,2,1,0,16,10.46,8.2,3,99.0,160.83
Whitefield,1481,3,3,0,14,18.78,11.57,1,88.0,144.52
Whitefield,764,1,1,2,12,5.43,11.64,0,51.6,85.34
Sarjapur Road,1607,4,5,2,0,20.39,11.0,0,61.1,189.47
Jayanagar,2929,5,6,1,21,2.54,6.04,1,53.0,337.95
Marathahalli,1215,2,3,0,4,7.13,4.22,1,49.1,157.6
Hebbal,537,1,1,0,26,20.64,3.5,0,47.2,25.0
Sarjapur Road,822,1,1,3,19,18.81,6.99,1,97.9,80.8
Whitefield,451,1,2,0,0,12.78,5.55,0,94.4,100.04
Whitefield,2440,5,5,0,11,16.98,11.94,0,69.0,233.8
Indiranagar,1827,2,3,3,29,5.05,6.52,0,72.9,253.86
JP Nagar,911,2,2,3,22,16.86,,1,90.3,85.99
Jayanagar,550,2,3,0,14,0.7,7.7,1,78.9,135.46
Hebbal,759,2,1,2,3,20.91,0.72,0,84.0,115.36
Hebbal,845,2,3,2,18,13.15,1.51,1,87.5,89.94
Electronic City,1274,1,2,0,29,23.63,8.03,1,69.0,52.42
Sarjapur Road,1251,2,3,2,15,12.22,1.66,2,98.5,141.17
Electronic City,2510,5,6,3,22,11.11,9.11,0,77.7,196.55
Sarjapur Road,820,2,3,2,17,11.53,0.93,1,78.0,106.13
Koramangala,524,1,1,0,25,9.31,7.21,0,48.5,67.59
Whitefield,635,2,2,2,16,4.58,8.21,0,99.3,106.42
JP Nagar,1185,3,2,0,10,21.13,9.4,4,44.2,127.61
Indiranagar,804,2,3,2,19,10.03,,1,99.1,149.39
JP Nagar,1022,1,1,0,12,13.46,3.88,2,94.6,105.24
JP Nagar,935,1,1,0,23,0.99,8.69,2,91.4,108.81
JP Nagar,2069,3,4,2,28,1.98,1.15,2,80.4,214.84
Electronic City,869,1,2,2,21,15.13,9.99,1,76.5,47.82
Sarjapur Road,975,1,1,3,8,22.04,,0,99.8,79.23
Yelahanka,1780,3,2,1,16,12.59,,1,98.4,125.42
Koramangala,879,2,2,0,16,4.54,3.52,0,88.7,159.39
HSR Layout,1515,3,2,0,26,3.35,0.94,0,45.2,161.68
JP Nagar,1440,2,2,0,4,22.54,5.17,1,62.3,73.48
Marathahalli,1297,3,2,0,21,17.69,3.39,1,92.0,161.84
Electronic City,643,1,2,2,7,24.17,6.46,1,82.2,31.24
Jayanagar,2360,4,3,2,2,2.52,4.85,1,47.3,299.2
Indiranagar,4070,6,6,1,5,22.61,1.8,1,60.9,500.64
HSR Layout,1206,3,2,0,2,21.22,10.07,0,41.2,142.7
Yelahanka,675,1,1,1,7,22.38,10.4,0,93.6,54.2
Marathahalli,1219,2,2,3,11,0.64,9.8,1,84.8,154.59
Yelahanka,2068,4,3,1,26,18.68,2.68,1,66.2,145.05
HSR Layout,856,1,1,1,26,13.95,5.26,4,85.6,139.81
JP Nagar,1118,4,4,3,3,14.54,2.22,1,96.0,170.98
Marathahalli,1447,4,5,3,1,12.0,8.05,2,56.8,198.04
Yelahanka,2326,3,2,1,27,18.7,9.7,0,57.1,125.31
Indiranagar,1838,4,4,3,24,25.0,7.06,4,69.0,228.78
Sarjapur Road,1881,3,4,1,9,17.91,6.64,0,82.4,179.79
Whitefield,949,1,1,2,14,17.11,8.64,1,99.6,109.3
Sarjapur Road,1497,3,2,2,12,16.53,1.54,0,49.8,130.74
HSR Layout,807,2,2,1,23,17.53,,0,60.5,73.4
Electronic City,1910,3,3,3,14,8.88,3.9,0,61.8,122.14
Whitefield,2260,4,4,3,21,8.35,6.48,1,83.5,210.71
Koramangala,1627,3,2,2,18,19.72,11.72,3,93.2,225.56
Indiranagar,980,2,3,2,17,1.8,10.38,2,51.0,179.77
Koramangala,1073,1,2,3,12,19.1,3.12,0,82.8,132.39
Marathahalli,3241,6,7,3,19,20.44,2.95,2,94.6,292.97
Hebbal,989,1,2,3,19,13.28,5.34,0,47.3,57.54
Whitefield,2138,5,4,3,0,22.8,11.7,0,78.1,249.03
Koramangala,1446,3,3,1,24,12.09,,0,52.1,176.86
Koramangala,999,2,3,3,15,4.86,11.49,1,66.5,140.28
Yelahanka,573,1,2,2,25,9.35,2.45,0,47.6,49.99
Sarjapur Road,1348,1,1,2,7,22.69,10.66,2,81.0,122.39
Yelahanka,1262,2,2,0,22,24.85,10.0,0,64.1,95.87
Whitefield,3241,6,6,3,5,10.84,10.61,1,74.0,331.61
Whitefield,748,1,2,1,2,4.59,10.72,2,71.4,110.78
HSR Layout,4239,6,7,0,19,7.52,2.77,4,81.6,465.58
Yelahanka,1478,3,3,0,15,14.06,9.39,4,93.7,160.96
Bellandur,1477,2,1,1,1,14.52,8.25,2,56.8,147.47
Jayanagar,866,2,2,0,22,15.94,10.57,0,75.7,87.36
Sarjapur Road,1427,3,3,0,1,20.97,5.99,0,74.4,157.39
Whitefield,1557,2,3,2,29,17.92,5.08,2,58.9,139.3
HSR Layout,2009,5,4,0,14,6.89,8.77,2,70.0,259.12
Hebbal,701,3,2,1,9,10.18,3.38,0,42.4,101.38
Yelahanka,2601,4,3,3,0,21.08,9.88,2,65.6,188.29
Sarjapur Road,1464,3,4,3,21,16.02,3.57,2,56.2,144.78
Hebbal,1677,3,2,3,19,4.58,0.71,2,91.8,224.46
Yelahanka,1063,4,3,2,14,8.48,6.71,1,61.5,122.06
Koramangala,720,1,2,2,23,19.88,10.06,0,51.5,82.67
Hebbal,1249,2,2,2,0,4.72,8.35,1,71.8,182.96
HSR Layout,1330,2,1,1,24,17.43,11.87,0,88.7,171.47
Sarjapur Road,560,2,2,3,21,14.31,1.86,1,61.2,90.2
JP Nagar,1856,3,2,1,15,4.11,4.27,2,90.8,199.21
Marathahalli,2076,3,3,1,29,17.38,,1,59.6,152.38
Marathahalli,803,2,2,0,17,3.99,0.89,1,84.1,78.27
Sarjapur Road,684,1,2,3,23,10.26,0.71,1,46.9,49.72
Hebbal,1016,3,4,0,4,8.06,0.55,2,43.7,147.5
Yelahanka,1216,2,1,2,20,17.41,5.02,1,84.3,114.21
HSR Layout,1038,2,1,2,4,19.67,10.17,0,62.1,97.92
Jayanagar,1160,2,3,1,22,4.62,8.57,1,63.6,167.41
Marathahalli,1355,1,1,1,22,20.39,5.47,1,74.4,103.34
HSR Layout,565,1,1,0,9,0.68,3.32,0,99.2,142.23
Marathahalli,602,1,2,0,26,13.49,0.38,2,50.3,71.32
Koramangala,400,1,1,1,22,13.16,2.27,3,58.0,68.49
Yelahanka,2015,2,1,3,11,15.78,4.77,3,78.9,146.5
Koramangala,1210,1,2,1,9,6.37,4.57,1,82.1,181.6
Marathahalli,2135,4,3,3,1,0.74,,2,82.4,258.48
JP Nagar,642,2,1,0,23,11.64,11.97,0,75.7,99.97
JP Nagar,1216,4,5,2,0,2.25,5.48,2,75.3,190.93
Koramangala,1351,2,3,2,15,22.36,3.36,0,48.9,160.82
JP Nagar,881,1,1,0,28,4.75,5.0,2,90.1,103.7
Marathahalli,511,1,1,0,29,10.92,3.5,2,40.5,82.81
Sarjapur Road,3135,5,5,2,17,11.13,4.35,0,65.1,272.82
Koramangala,2591,5,5,3,26,14.05,1.69,1,52.9,283.92
Jayanagar,973,3,4,0,6,19.67,0.21,2,46.3,146.54
Jayanagar,1589,2,1,3,3,12.07,6.0,1,59.2,196.93
Electronic City,919,1,2,3,26,1.13,5.97,2,79.4,79.43
Hebbal,694,2,3,2,9,19.39,,2,69.8,99.24
Yelahanka,3278,6,5,3,9,2.51,10.03,1,92.4,295.49
JP Nagar,483,1,1,2,24,16.22,2.46,2,76.0,59.76
JP Nagar,1026,3,4,0,10,20.18,,2,55.2,132.93
Hebbal,1257,1,2,1,24,7.43,2.45,1,70.9,135.38
Whitefield,2976,4,3,1,29,11.5,3.52,0,53.6,253.65
Bellandur,1965,3,3,1,2,0.85,3.38,0,50.7,215.08
Koramangala,478,1,1,1,28,20.19,2.91,2,97.3,95.17
Indiranagar,1198,2,1,1,13,17.73,11.44,0,68.1,167.13
JP Nagar,1214,4,5,1,12,6.17,3.31,1,79.1,180.38
Yelahanka,1058,2,1,3,18,10.06,5.92,1,92.4,105.44
Electronic City,1687,3,2,3,24,17.54,8.88,1,59.3,119.28
Jayanagar,553,1,1,1,28,9.27,3.97,0,87.3,79.3
JP Nagar,958,3,4,0,9,4.48,0.34,0,87.3,158.57
Electronic City,1562,2,3,0,14,13.2,9.19,0,89.4,151.64
Marathahalli,1744,3,3,3,27,18.23,3.55,1,51.4,158.95
Marathahalli,1303,3,4,3,7,8.36,10.5,1,97.8,144.25
Bellandur,1024,3,4,1,16,3.48,6.0,2,56.5,101.59
Sarjapur Road,1123,2,1,0,5,20.82,7.57,1,86.6,114.83
Indiranagar,1803,5,4,2,6,6.69,11.42,2,49.7,284.19
Whitefield,1223,4,3,1,13,13.06,10.47,1,95.5,129.92
Bellandur,677,1,2,3,26,17.44,9.55,0,65.7,67.66
HSR Layout,609,1,2,3,29,8.27,6.46,1,80.1,70.89
Whitefield,529,2,3,3,7,16.39,2.2,0,91.0,101.75
Koramangala,2672,6,7,2,11,11.76,10.12,0,56.9,312.97
Yelahanka,1871,3,3,0,27,14.48,,1,63.3,122.18
HSR Layout,1132,2,2,3,17,14.97,,3,58.8,135.53
HSR Layout,935,1,2,1,13,20.69,9.24,0,57.0,95.95
Bellandur,875,1,1,2,0,16.58,9.68,0,70.6,101.58
Hebbal,2189,5,4,0,3,6.98,4.65,1,72.8,241.67
Sarjapur Road,3420,6,6,1,16,1.96,1.2,2,44.6,325.5
Hebbal,860,2,2,1,17,0.55,,2,80.4,121.46
Bellandur,2244,3,4,2,18,22.66,11.74,1,65.2,207.38
Koramangala,1219,3,4,2,3,23.58,10.33,1,93.4,225.07
Jayanagar,1068,2,3,2,27,2.81,10.13,0,93.1,159.89
JP Nagar,2745,4,5,3,27,12.43,7.66,0,83.2,297.48
JP Nagar,1193,2,3,0,5,4.21,1.57,0,91.2,172.79
Sarjapur Road,1412,3,2,3,7,23.74,10.39,3,95.4,154.55
Koramangala,1376,2,1,2,24,6.55,2.82,0,74.6,204.84
Sarjapur Road,491,1,2,2,14,12.79,3.32,2,98.3,90.02
Electronic City,1406,2,1,2,19,4.56,9.12,1,97.3,123.61
Hebbal,881,2,3,3,0,8.65,8.66,1,46.6,111.27
JP Nagar,549,1,2,1,29,7.04,1.06,1,71.4,71.69
HSR Layout,903,1,1,2,4,12.15,,1,46.9,87.03
Hebbal,899,3,2,3,15,10.78,9.85,1,81.0,128.54
Indiranagar,2114,4,3,2,20,8.6,11.41,1,85.9,288.97
Yelahanka,668,1,1,3,24,3.09,3.34,1,93.1,92.62
Koramangala,777,1,1,0,5,12.37,9.18,0,79.0,154.31
Whitefield,1366,3,3,0,20,21.33,6.17,1,67.2,124.1
Sarjapur Road,579,1,1,3,9,18.39,,3,49.4,43.77
Hebbal,835,2,3,2,9,18.15,10.8,0,47.5,89.58
Yelahanka,480,1,1,3,4,9.47,,1,69.1,48.01
Hebbal,1990,4,5,0,7,17.86,8.36,1,90.0,289.25
Whitefield,1017,1,2,3,26,11.91,7.19,1,85.0,126.88
Yelahanka,1190,2,1,0,0,4.18,7.79,1,92.8,157.29
Indiranagar,1986,4,4,0,4,10.77,6.3,0,88.7,318.29
Whitefield,807,1,2,1,0,3.75,6.49,1,52.3,82.63
Bellandur,1011,2,3,2,6,3.3,10.26,0,52.0,137.93
Marathahalli,671,1,1,3,29,1.06,3.77,0,67.5,83.76
Bellandur,670,1,1,2,14,7.43,8.89,3,51.5,102.45
JP Nagar,723,2,3,2,22,8.61,3.37,0,51.2,91.06
Hebbal,915,2,1,0,28,17.64,1.03,1,56.1,60.59
Marathahalli,971,3,3,0,25,13.68,10.86,1,41.4,123.63
Bellandur,1406,3,2,3,23,21.53,5.05,0,74.3,149.86
Marathahalli,735,1,1,3,13,4.82,8.26,3,63.8,87.86
Jayanagar,1431,3,2,3,22,7.02,9.14,1,54.2,171.61
Hebbal,1567,4,3,0,26,23.56,9.6,4,48.1,154.3
Marathahalli,928,4,5,1,8,11.38,2.87,3,67.4,135.71
HSR Layout,771,3,2,3,7,19.83,7.94,1,76.1,124.25
Sarjapur Road,1257,2,3,0,7,12.56,9.17,2,98.4,161.99
Sarjapur Road,1073,2,2,1,2,12.04,1.61,1,55.2,112.54
HSR Layout,1355,2,2,2,25,4.13,1.87,1,41.6,150.64
Yelahanka,2846,5,6,0,19,21.35,4.49,1,84.2,212.91
Electronic City,1246,2,1,3,3,2.42,,1,54.1,110.96
Yelahanka,844,3,3,3,16,8.1,9.61,0,69.1,115.65
Whitefield,735,1,1,1,5,17.0,,4,88.5,113.78
Whitefield,751,1,1,1,1,12.93,6.08,1,42.2,73.89
Marathahalli,537,2,3,0,8,22.09,1.46,1,48.5,45.53
Bellandur,2004,5,5,1,13,1.46,1.53,2,45.9,247.6
Bellandur,400,1,1,0,0,16.41,,1,54.0,54.23
Sarjapur Road,1570,4,4,1,16,12.2,10.62,0,50.4,151.39
Koramangala,744,2,2,2,10,4.28,9.35,1,59.0,123.46
Yelahanka,905,1,2,3,28,18.71,10.6,2,84.8,52.52
Jayanagar,732,1,2,3,25,10.58,6.87,0,42.5,91.04
Hebbal,2658,3,2,2,26,13.52,2.81,3,44.4,207.24
JP Nagar,1211,2,2,3,5,24.2,0.58,1,73.9,98.69
Indiranagar,1853,4,5,3,28,12.41,11.3,1,71.2,258.13
Bellandur,2454,5,4,3,0,20.67,5.81,1,68.4,260.95
Hebbal,1313,2,1,3,27,19.35,,0,71.0,141.93
Indiranagar,622,1,1,2,18,16.74,8.85,3,84.5,114.67
Hebbal,1063,2,1,0,15,22.47,10.02,4,74.6,75.78
Marathahalli,798,1,2,3,25,6.66,2.69,0,67.4,65.84
Indiranagar,910,2,1,2,17,20.61,8.22,3,44.9,131.8
JP Nagar,1139,2,1,3,28,9.76,8.73,0,98.5,129.36
Hebbal,1115,1,2,2,10,20.41,6.72,2,54.4,83.41
HSR Layout,1505,3,2,2,8,12.6,10.06,1,92.1,174.64
JP Nagar,1630,3,2,0,20,21.51,11.86,3,62.7,155.02
Indiranagar,1115,3,2,1,5,22.42,0.32,2,81.0,161.35
JP Nagar,1498,2,1,0,1,15.14,5.57,3,67.2,150.21
Hebbal,887,2,2,0,7,12.94,9.1,2,61.2,105.38
Electronic City,2473,5,5,3,21,19.69,,3,76.9,242.77
Hebbal,879,1,2,2,15,7.04,5.72,1,72.2,93.41
Hebbal,2318,3,2,1,26,0.88,10.14,1,53.9,243.89
Marathahalli,533,2,3,2,27,10.47,8.17,0,60.2,106.4
Yelahanka,973,2,2,3,7,12.94,6.67,2,42.1,65.22
HSR Layout,1000,2,1,2,7,7.78,,0,51.6,96.12
Jayanagar,1399,3,2,3,13,9.89,4.53,2,60.1,186.7
Bellandur,1928,2,2,0,0,3.76,11.87,1,98.3,226.47
Whitefield,604,2,1,0,6,7.29,,1,71.6,119.71
Yelahanka,652,2,1,3,1,6.38,,1,82.0,73.58
Whitefield,555,1,1,0,14,7.87,10.34,1,80.4,85.25
Marathahalli,2480,6,7,2,26,7.83,1.8,2,98.9,281.43
HSR Layout,1413,3,4,1,23,14.19,,2,73.3,173.37
Hebbal,661,1,1,1,27,6.64,10.64,1,75.1,75.11
Sarjapur Road,940,1,1,2,17,23.55,5.76,3,58.0,71.69
Bellandur,2299,3,4,1,3,13.03,,1,77.6,294.76
Electronic City,1030,2,3,2,17,3.66,10.63,0,85.5,88.54
Sarjapur Road,997,2,1,3,28,7.35,4.97,3,46.2,134.89
Marathahalli,781,1,2,1,22,18.38,5.89,2,68.8,61.77
Yelahanka,683,2,2,3,4,0.83,1.52,1,65.3,75.53
Electronic City,2301,5,6,3,28,23.48,11.9,0,46.8,151.0
JP Nagar,3013,6,6,2,26,11.41,11.69,4,60.5,294.67
Indiranagar,698,2,2,1,15,13.27,,1,72.1,126.26
Electronic City,2599,4,3,0,12,24.72,10.26,1,79.0,196.75
Jayanagar,918,2,3,0,26,12.83,8.9,2,57.3,103.41
Marathahalli,1609,3,2,0,8,23.72,1.93,1,68.6,168.35
Koramangala,2606,6,7,0,4,22.92,0.48,0,84.0,326.04
Indiranagar,1108,2,1,2,26,23.56,0.37,2,65.3,113.26
Whitefield,1002,2,1,3,7,20.4,0.98,1,96.4,121.33
Bellandur,1864,3,2,1,17,7.76,7.6,2,41.8,172.82
Whitefield,652,1,2,2,2,8.99,6.01,1,55.6,67.76
Electronic City,2255,3,2,0,5,9.44,11.96,0,48.0,171.71
Whitefield,1298,2,2,1,10,24.49,3.58,1,72.5,124.85
Jayanagar,873,3,4,2,22,9.34,8.76,0,50.6,132.88
Marathahalli,861,1,1,3,13,3.16,4.77,0,84.5,117.03
JP Nagar,561,1,1,0,25,19.57,1.36,1,95.1,51.44
Yelahanka,894,2,1,1,23,9.47,10.55,1,52.4,49.65
Bellandur,1038,1,1,1,18,15.71,4.92,0,94.4,94.16
Jayanagar,669,1,1,0,6,23.15,11.02,0,77.9,67.04
Jayanagar,1170,3,4,3,23,14.6,11.26,0,51.8,99.05
Whitefield,1556,3,3,0,9,16.12,9.88,2,84.2,166.83
Whitefield,1067,1,2,3,14,16.25,0.53,0,45.5,83.2
Electronic City,1728,4,5,1,5,15.5,11.6,3,81.5,159.99
Yelahanka,770,1,2,0,19,4.41,1.67,0,91.7,95.14
Sarjapur Road,2084,3,2,3,28,11.68,11.19,1,97.0,193.81
Whitefield,1283,3,2,3,5,0.69,7.36,1,43.3,159.2
Marathahalli,2807,6,6,2,15,15.84,4.65,0,43.7,237.31
Koramangala,4527,6,6,3,8,14.6,8.71,0,95.8,520.47
Bellandur,927,3,4,0,18,8.29,6.18,2,87.4,160.64
Hebbal,948,1,1,0,17,13.34,9.57,0,86.5,77.08
