location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Whitefield,3136,5,4,2,25,29.43,12.57,2,87.3,661.69
Indiranagar,1669,3,4,1,10,19.74,10.01,4,91.1,446.58
Hebbal,3519,5,6,3,4,1.38,,1,35.9,663.71
Hebbal,1440,3,3,1,2,4.47,12.18,0,88.6,625.54
Jayanagar,450,2,1,0,12,10.89,6.84,1,50.6,410.56
Electronic City,658,2,1,3,8,19.75,13.21,0,58.9,318.93
Whitefield,1714,2,2,3,23,8.25,3.06,2,35.3,387.79
JP Nagar,676,1,1,3,21,21.61,13.9,0,61.8,327.42
Electronic City,5687,6,5,2,30,7.96,2.29,0,35.3,571.91
Indiranagar,450,4,5,0,17,1.4,4.48,0,75.4,322.08
Marathahalli,798,2,2,3,34,18.2,8.95,0,73.9,212.36
HSR Layout,1632,4,3,0,3,15.46,1.43,3,47.5,566.41
Whitefield,1217,3,4,2,16,19.06,2.09,0,96.0,357.57
Bellandur,884,1,2,2,34,11.79,13.81,0,51.0,247.3
Hebbal,3080,5,5,1,27,13.85,13.14,1,90.1,649.97
Bellandur,1262,2,1,0,33,23.75,6.76,3,50.4,370.2
Yelahanka,2419,4,4,1,34,14.37,0.85,0,60.1,282.6
HSR Layout,914,4,4,2,31,27.06,10.17,3,81.6,380.7
Marathahalli,2364,3,2,2,16,27.22,11.82,3,51.0,511.82
Electronic City,1397,2,3,1,4,6.88,0.92,1,51.9,405.17
Hebbal,450,1,2,0,12,18.77,1.59,3,80.0,303.28
Whitefield,546,1,1,0,28,26.34,12.31,2,78.3,294.1
Yelahanka,2501,4,5,3,1,22.69,1.51,2,65.4,363.84
Electronic City,1202,1,1,0,18,23.44,3.45,3,68.1,135.26
Marathahalli,2527,4,3,3,9,15.12,,2,65.6,439.57
Jayanagar,1927,3,3,0,21,5.37,4.89,0,36.0,452.0
Hebbal,580,1,1,1,23,16.5,6.13,2,78.4,130.3
Hebbal,554,1,1,1,34,28.79,8.2,0,38.5,65.27
Bellandur,1123,1,1,0,34,29.02,2.55,1,76.0,349.76
Koramangala,1340,2,2,1,23,22.2,5.76,0,96.1,395.67
Hebbal,764,1,1,1,28,26.52,11.34,1,54.9,370.92
Jayanagar,1673,2,1,0,2,27.75,10.49,4,66.4,576.85
Indiranagar,1044,2,3,3,18,28.62,2.24,2,40.0,443.43
Yelahanka,734,2,1,3,28,9.14,11.36,1,62.8,283.48
Sarjapur Road,1416,2,1,3,20,11.74,6.57,4,78.4,353.03
Whitefield,790,1,2,1,32,16.81,0.58,1,51.6,275.05
Whitefield,467,1,2,0,30,28.88,2.57,3,54.6,295.99
Yelahanka,3334,6,6,1,32,21.23,5.28,0,75.2,404.62
Yelahanka,450,1,2,0,6,12.27,14.85,0,36.9,227.31
JP Nagar,450,1,2,3,28,11.82,6.34,1,38.5,54.9
Marathahalli,2057,2,1,1,16,23.86,12.69,0,35.5,403.59
HSR Layout,1424,3,2,0,23,26.86,8.48,2,60.4,401.93
Marathahalli,830,1,2,2,26,1.66,9.61,0,42.0,299.93
Marathahalli,4237,6,6,0,29,22.12,12.58,2,88.8,509.26
Sarjapur Road,929,1,1,0,2,23.11,13.23,1,36.7,327.71
Sarjapur Road,1115,3,2,2,5,2.71,10.54,1,89.6,359.63
JP Nagar,1212,1,1,0,15,14.4,0.85,1,52.3,296.48
Indiranagar,1787,2,2,0,32,24.33,9.38,3,72.0,397.68
HSR Layout,1880,2,3,0,2,11.7,,0,89.8,343.46
Electronic City,2909,4,4,1,14,4.06,8.06,1,78.9,437.87
HSR Layout,886,1,1,2,13,10.89,12.4,2,74.9,369.01
Yelahanka,1165,1,1,3,2,20.9,7.17,1,71.0,232.79
HSR Layout,988,1,1,2,32,5.29,10.53,0,80.7,214.12
Koramangala,506,2,1,0,21,21.56,,3,88.0,429.93
Sarjapur Road,969,2,3,0,25,27.28,,2,80.3,340.19
HSR Layout,1490,4,3,2,8,20.64,,3,49.5,319.25
Electronic City,1293,3,2,3,16,28.25,8.7,2,57.7,402.14
Yelahanka,3036,5,5,2,23,4.49,6.49,1,52.7,348.99
Hebbal,1365,2,3,0,1,19.31,1.81,1,46.2,450.03
Whitefield,630,2,3,0,28,26.43,6.81,1,94.3,301.13
Sarjapur Road,858,1,2,1,1,10.9,9.01,3,46.1,255.32
HSR Layout,706,2,1,0,24,20.11,,1,89.6,256.71
Indiranagar,812,2,3,1,30,3.35,6.0,1,46.3,485.95
JP Nagar,1133,1,1,2,3,6.44,11.21,0,67.2,493.8
Yelahanka,1970,5,5,2,28,16.63,11.58,1,49.4,321.66
Jayanagar,2104,4,5,1,32,1.27,2.88,2,99.6,665.92
JP Nagar,663,1,1,2,31,16.07,6.46,1,57.6,311.95
Sarjapur Road,1577,4,5,2,17,7.08,14.67,2,42.2,376.26
Indiranagar,1148,1,2,3,25,24.26,13.28,0,70.9,449.42
Yelahanka,955,3,2,1,33,15.04,3.33,2,42.5,261.97
Indiranagar,777,1,1,3,19,25.12,2.84,1,93.0,418.34
Electronic City,744,1,1,0,13,6.42,2.44,2,61.4,240.93
JP Nagar,849,1,1,2,15,1.22,9.92,1,51.9,401.33
Bellandur,2365,5,4,3,22,26.25,12.49,1,48.4,632.68
JP Nagar,2211,4,3,2,3,21.93,7.84,4,38.0,392.11
Jayanagar,2058,3,2,2,3,29.11,1.41,3,38.0,372.03
Indiranagar,450,1,1,1,1,29.63,10.43,2,93.3,366.59
Bellandur,2693,6,7,3,10,20.0,14.81,1,70.3,513.17
Indiranagar,1462,3,2,3,28,17.28,0.62,1,38.0,466.14
Hebbal,2107,3,4,2,19,13.81,8.06,1,53.6,494.94
JP Nagar,1074,2,3,0,17,12.94,9.75,1,54.0,342.78
Whitefield,1353,3,2,2,4,13.49,3.01,1,75.0,424.82
Sarjapur Road,2857,6,5,0,34,19.26,2.1,0,57.3,341.4
Indiranagar,2319,4,4,2,27,3.11,14.32,1,90.8,686.5
Bellandur,657,1,2,0,3,8.58,10.51,4,61.8,348.16
HSR Layout,716,1,2,0,34,28.21,2.98,0,99.1,332.69
Indiranagar,1607,2,1,1,6,6.11,1.65,1,76.7,560.37
HSR Layout,1365,4,4,0,5,17.08,0.99,4,89.7,424.54
Indiranagar,673,1,1,3,9,18.61,1.56,0,52.4,340.53
Whitefield,1156,2,1,3,18,16.92,6.18,2,79.0,400.17
Indiranagar,771,3,2,2,25,26.76,4.94,1,95.9,534.17
Koramangala,1754,1,1,3,0,2.83,12.48,1,41.8,667.81
Hebbal,5264,6,7,1,17,19.29,11.94,2,54.1,764.02
Koramangala,665,1,2,0,8,11.09,0.54,3,48.0,424.35
JP Nagar,1600,1,1,2,21,18.14,,1,36.5,276.66
Hebbal,1578,1,2,2,6,14.45,12.24,2,95.8,553.01
Whitefield,1053,1,1,1,13,13.13,11.84,3,77.5,244.51
Marathahalli,939,2,2,1,25,7.3,5.28,2,42.1,168.79
HSR Layout,959,2,1,0,21,19.98,3.65,3,77.3,370.39
Sarjapur Road,463,2,3,0,4,23.08,1.22,0,53.6,279.62
Bellandur,450,1,1,0,33,5.81,13.0,3,85.2,266.13
HSR Layout,685,2,3,1,0,20.34,,0,38.6,389.28
HSR Layout,811,2,1,3,19,11.25,9.88,2,98.8,442.83
Yelahanka,1949,3,2,2,8,7.18,11.23,0,40.5,307.5
Indiranagar,587,2,3,3,15,21.04,12.95,0,82.7,399.3
Electronic City,854,1,1,1,8,23.88,6.37,0,83.4,261.81
Hebbal,2410,2,2,0,10,24.02,0.63,2,59.7,393.07
Whitefield,2013,4,3,3,9,2.37,,2,74.9,464.24
Electronic City,1637,3,4,1,15,1.29,1.48,0,74.3,314.56
Bellandur,2460,4,3,0,3,26.41,,1,59.1,448.36
Indiranagar,6500,6,7,0,14,26.1,2.16,2,82.7,1078.53
Sarjapur Road,1124,2,2,1,27,12.06,7.87,3,54.6,377.62
Jayanagar,1784,3,4,3,3,29.58,13.67,2,65.6,297.02
Jayanagar,1103,2,3,3,7,11.07,14.68,2,60.7,460.54
Bellandur,1065,2,2,3,33,11.23,4.12,0,48.9,361.02
Hebbal,669,1,2,0,9,22.6,1.86,2,47.7,294.47
HSR Layout,3604,6,7,0,19,10.84,,0,65.3,661.61
Bellandur,1360,1,2,3,33,3.49,7.88,0,45.5,374.14
Yelahanka,3252,5,6,0,6,11.57,2.98,2,85.6,380.38
Koramangala,1540,2,1,0,31,13.3,14.77,2,56.7,445.53
Sarjapur Road,684,1,1,2,18,21.33,1.51,1,38.1,307.5
Indiranagar,1214,2,3,3,24,8.03,8.6,0,91.7,490.48
Indiranagar,1829,4,3,0,10,22.74,10.48,1,86.0,621.89
Indiranagar,1383,2,3,1,10,4.38,2.95,4,47.1,646.18
Bellandur,450,1,1,2,19,23.16,8.76,0,47.8,175.15
JP Nagar,1213,3,4,2,0,6.73,11.72,0,78.1,383.88
Indiranagar,933,2,1,0,5,24.68,0.27,2,94.0,448.04
Hebbal,917,1,2,3,8,16.27,4.33,1,38.7,446.85
Bellandur,493,1,2,3,14,16.76,13.19,1,91.5,192.85
Whitefield,4096,6,6,2,7,22.7,9.71,2,66.0,489.32
Indiranagar,2274,3,4,2,14,10.44,10.45,3,42.3,659.52
Jayanagar,701,2,2,0,32,19.23,9.64,0,47.4,389.95
JP Nagar,1038,1,1,1,15,22.62,,0,50.1,402.42
JP Nagar,2779,5,6,2,3,4.6,14.42,4,79.4,547.0
Koramangala,450,1,2,1,22,12.66,7.15,1,70.9,316.57
HSR Layout,3343,6,5,3,9,3.1,10.36,3,40.0,616.53
Bellandur,1519,2,2,1,12,21.6,0.68,4,41.2,452.23
Electronic City,1634,4,3,0,9,4.39,13.49,3,81.1,385.59
Electronic City,1081,2,2,1,15,5.58,7.68,1,36.3,286.61
Indiranagar,1598,3,4,3,23,17.17,4.09,2,42.8,511.87
Sarjapur Road,4284,6,7,1,34,18.65,14.38,0,64.4,553.84
JP Nagar,1289,4,4,0,11,14.29,,1,38.3,386.39
JP Nagar,768,1,1,3,17,29.27,7.9,1,99.4,180.98
Indiranagar,854,1,2,1,4,11.05,0.89,1,35.7,359.48
Hebbal,2366,4,3,2,6,21.65,11.82,1,63.2,487.0
Yelahanka,1438,1,1,3,20,21.12,1.25,2,98.9,374.63
JP Nagar,1399,1,1,1,18,29.73,5.92,3,78.2,350.04
Bellandur,840,3,3,1,28,8.83,12.75,1,89.5,357.95
Bellandur,3007,5,5,3,25,10.7,7.74,0,90.1,491.86
Bellandur,1306,2,3,2,32,25.42,4.25,2,38.5,459.52
Indiranagar,710,1,1,2,3,21.89,6.68,2,67.1,282.37
Indiranagar,450,1,2,2,27,27.77,13.45,1,80.6,335.41
Yelahanka,541,2,2,2,23,15.12,5.23,2,63.2,206.77
Jayanagar,1564,3,4,3,29,23.56,11.38,1,96.7,486.31
Yelahanka,677,1,1,0,28,23.38,7.43,0,72.5,205.16
Bellandur,450,1,1,0,3,2.96,,1,68.1,290.99
Electronic City,695,1,1,0,33,0.72,1.63,0,40.4,361.85
Marathahalli,1090,2,2,3,18,15.63,0.9,1,85.6,343.03
Marathahalli,1763,4,4,1,14,25.42,5.57,1,49.0,300.33
Hebbal,450,1,1,0,22,6.53,10.23,2,35.0,305.57
Yelahanka,1161,2,1,0,9,1.21,13.33,1,86.1,282.42
Marathahalli,2154,3,4,1,34,29.64,9.9,2,83.2,297.0
Electronic City,683,1,1,2,1,23.43,7.53,1,87.6,163.84
Whitefield,825,1,1,2,23,12.27,,1,52.2,366.03
Koramangala,1367,4,4,3,18,21.81,1.45,1,68.0,562.48
Whitefield,630,1,2,1,28,28.66,9.45,1,53.3,288.92
Yelahanka,662,1,1,3,23,14.72,,2,38.3,151.44
Bellandur,1113,2,2,3,0,6.71,10.94,1,70.3,388.15
Koramangala,1346,2,1,0,34,24.68,6.19,1,81.6,325.18
JP Nagar,1744,4,5,3,2,29.68,12.78,2,85.5,513.02
Bellandur,1213,3,3,2,8,26.11,1.88,1,89.5,312.1
Marathahalli,1202,3,2,3,11,6.6,,2,62.8,322.98
HSR Layout,1411,4,3,2,13,2.79,6.18,1,37.7,384.02
Bellandur,680,2,3,0,30,26.79,5.6,0,83.0,327.5
Koramangala,450,1,2,3,19,24.33,,1,40.5,431.14
Jayanagar,668,1,2,2,33,6.78,2.4,1,79.0,266.6
Jayanagar,875,1,1,3,16,11.26,3.05,0,51.5,337.06
Sarjapur Road,705,2,1,1,12,16.55,12.19,0,73.4,244.89
Marathahalli,573,1,2,0,3,12.69,8.29,0,61.7,124.11
Sarjapur Road,2394,3,4,3,15,19.43,8.74,1,76.5,614.47
Bellandur,699,1,1,2,22,28.79,8.03,1,70.2,324.48
HSR Layout,945,2,2,2,0,13.93,,1,81.0,318.36
Sarjapur Road,1744,3,2,0,27,16.89,3.88,2,48.4,462.47
JP Nagar,1597,3,4,2,15,16.58,,2,75.8,481.23
Bellandur,748,2,1,2,1,7.91,8.95,0,77.7,311.8
Hebbal,674,1,1,1,26,16.81,11.4,2,89.0,411.05
Whitefield,1149,3,2,2,24,13.98,9.66,2,86.5,404.77
Koramangala,765,1,2,0,18,14.17,14.32,0,67.3,308.47
Hebbal,1102,2,2,0,32,1.43,13.09,0,49.7,285.25
JP Nagar,685,1,1,3,20,16.72,6.63,1,35.6,298.76
Hebbal,1572,1,1,3,8,25.59,10.43,4,67.8,487.17
Marathahalli,479,1,1,3,28,1.23,2.99,1,53.7,241.31
Koramangala,1044,1,1,2,15,18.03,9.28,4,69.5,377.51
Marathahalli,1450,1,1,3,18,10.37,11.18,0,68.9,264.24
Koramangala,1452,4,4,1,13,18.48,8.47,1,44.2,460.9
Whitefield,5777,6,7,1,18,18.61,2.43,2,42.7,828.05
Bellandur,1034,2,3,2,23,14.02,10.41,1,47.9,417.31
Yelahanka,1318,2,2,3,24,15.9,,0,54.7,261.98
Whitefield,1130,1,1,2,29,10.51,4.96,1,70.9,290.47
Jayanagar,4140,6,5,3,4,23.75,2.27,2,82.5,756.34
Hebbal,2310,5,4,3,2,12.98,3.14,2,99.2,615.71
Whitefield,4211,6,7,0,14,24.27,13.1,2,36.1,559.24
Marathahalli,826,2,1,2,2,11.11,5.67,1,60.3,348.1
Koramangala,1336,1,1,3,27,3.51,7.23,2,53.4,365.92
Koramangala,1241,2,2,3,27,21.65,11.94,0,46.4,334.64
Hebbal,568,1,2,1,31,26.11,12.96,2,48.7,198.09
Hebbal,1501,1,2,2,32,7.71,,1,42.8,436.65
Bellandur,631,1,1,0,4,18.73,9.74,2,85.1,192.51
Bellandur,2381,3,3,0,13,27.72,7.14,1,47.2,424.03
Whitefield,1048,1,1,1,26,8.74,6.62,2,76.6,391.5
Electronic City,450,2,2,0,23,26.85,13.26,0,94.9,225.93
Yelahanka,834,2,1,1,9,3.1,13.32,1,55.6,216.18
Whitefield,1237,2,2,0,34,18.49,1.54,1,55.7,331.71
Indiranagar,3733,5,6,0,31,16.85,6.0,1,35.0,749.67
Jayanagar,2109,3,2,3,26,22.47,6.98,2,93.9,568.86
Marathahalli,1274,1,1,3,0,13.7,3.0,0,90.5,249.04
Bellandur,2121,4,3,3,16,29.1,5.12,1,55.8,404.19
Indiranagar,1342,2,2,3,30,22.97,10.07,2,43.8,274.96
Sarjapur Road,673,2,2,3,0,23.05,14.3,4,75.7,188.5
HSR Layout,1570,2,2,3,10,7.18,10.78,2,50.2,455.74
Marathahalli,2099,3,3,0,18,12.59,14.44,0,47.2,310.53
Marathahalli,6500,6,6,2,20,16.41,7.06,1,67.5,777.36
Bellandur,1455,2,3,3,20,18.29,13.1,4,99.6,366.6
Sarjapur Road,877,1,1,2,16,17.56,11.0,1,98.5,336.1
Koramangala,2198,2,3,0,13,13.54,6.56,0,62.2,497.53
Yelahanka,1879,3,3,0,12,3.12,12.12,1,45.6,276.97
Indiranagar,3354,6,6,3,21,26.79,,1,92.5,748.99
Yelahanka,1954,3,4,3,13,26.2,7.74,1,76.1,374.61
Bellandur,450,1,1,2,32,12.89,5.06,2,84.6,256.26
JP Nagar,1153,2,1,1,11,20.41,7.03,0,63.2,363.76
Yelahanka,2773,4,5,0,25,12.88,4.53,4,92.2,502.31
Koramangala,3646,5,4,0,24,16.07,3.95,0,57.1,619.96
Marathahalli,699,1,1,3,27,26.0,,0,74.0,376.36
Indiranagar,1043,1,1,1,32,15.4,14.96,4,68.7,455.79
HSR Layout,1837,4,5,2,27,19.61,5.22,3,57.4,487.07
Yelahanka,920,1,2,0,8,6.29,11.3,0,78.3,357.0
JP Nagar,1015,2,2,1,33,0.62,12.82,2,78.8,420.8
Electronic City,2168,5,5,1,9,6.67,1.15,2,52.5,357.0
HSR Layout,2320,6,5,0,7,6.89,3.03,1,81.3,677.31
Yelahanka,2521,4,4,2,20,28.94,13.61,1,87.9,335.43
HSR Layout,1666,3,3,1,4,2.64,12.56,3,41.0,528.13
Hebbal,623,3,4,3,24,15.97,,1,40.3,368.54
HSR Layout,1098,1,1,0,1,23.72,5.91,1,47.2,362.73
Marathahalli,632,1,1,0,34,20.18,4.49,1,62.5,248.61
Jayanagar,863,1,2,2,24,10.49,2.15,1,86.3,408.94
Koramangala,1744,2,1,1,17,12.16,,2,72.3,565.29
Indiranagar,1337,4,4,2,3,18.69,0.8,2,64.0,605.68
Koramangala,5047,6,6,2,26,25.0,7.75,1,92.3,868.2
Marathahalli,1424,1,1,1,8,4.26,11.83,1,80.1,362.85
Indiranagar,1566,6,5,1,14,28.06,3.39,1,62.0,585.69
Electronic City,1179,1,2,0,34,23.62,11.37,1,93.5,290.04
Electronic City,1981,4,3,1,0,19.1,,0,41.5,302.17
Koramangala,3545,6,6,2,4,14.53,3.28,1,75.8,816.23
Koramangala,1340,3,3,3,32,7.08,8.48,3,46.9,455.35
Bellandur,3232,6,5,3,14,14.18,8.55,1,76.8,571.97
Yelahanka,1126,1,1,3,5,23.29,6.42,0,88.1,271.61
Whitefield,2416,4,4,1,29,4.72,1.66,3,94.1,427.36
JP Nagar,1140,2,2,3,15,29.61,13.51,2,81.0,286.81
Yelahanka,1122,2,3,1,34,9.87,10.98,1,80.1,220.31
HSR Layout,450,1,1,0,6,16.95,1.9,2,51.8,344.52
Hebbal,450,2,1,3,16,19.75,10.19,0,58.0,408.28
Marathahalli,1109,1,1,0,3,4.74,1.15,2,57.1,239.32
HSR Layout,1958,4,4,3,9,26.07,8.26,3,53.1,567.17
HSR Layout,1167,2,1,2,16,16.28,1.71,3,47.0,325.11
Hebbal,693,2,2,3,7,4.25,12.62,0,67.3,287.81
Indiranagar,643,1,2,0,27,15.59,2.69,0,71.3,422.62
Whitefield,1957,4,3,3,26,1.67,13.14,3,45.7,381.52
Electronic City,618,1,2,1,0,18.58,9.33,3,96.5,224.06
Indiranagar,2065,3,4,3,7,8.91,4.74,2,92.9,727.28
Sarjapur Road,1887,2,1,0,20,29.07,14.79,3,68.4,505.32
HSR Layout,3177,3,2,3,23,22.94,10.86,0,67.3,512.19
Marathahalli,5943,6,6,1,3,10.89,8.77,1,40.3,698.12
Jayanagar,1019,1,2,3,21,26.02,1.84,2,39.0,321.74
Marathahalli,1114,1,1,2,23,7.34,5.66,1,52.2,253.12
Whitefield,3071,4,5,0,14,15.03,,2,69.4,427.4
Sarjapur Road,1165,2,2,2,13,1.3,8.03,2,40.1,351.42
Marathahalli,450,1,1,2,14,27.88,10.8,3,83.5,344.4
Jayanagar,729,2,3,0,16,4.61,1.62,0,50.8,284.46
Hebbal,1543,2,1,1,30,25.66,6.75,1,67.3,471.43
Yelahanka,545,1,2,2,20,8.63,11.49,0,72.0,190.81
Indiranagar,4457,6,6,3,9,4.66,3.87,0,36.2,790.88
Yelahanka,2795,2,1,3,29,25.46,6.75,1,72.4,295.23
Indiranagar,655,2,2,1,1,19.23,11.58,2,69.9,416.67
Bellandur,690,1,1,3,19,3.27,12.03,3,35.0,244.43
Marathahalli,1311,3,3,0,19,25.67,10.57,2,74.4,423.41
Electronic City,911,1,2,2,13,7.79,1.28,2,87.9,230.86
Hebbal,1122,1,2,1,5,22.81,7.82,1,48.3,261.68
Koramangala,1868,2,1,3,33,27.16,,0,36.2,485.43
Hebbal,1057,2,2,2,1,26.73,11.32,3,62.5,472.71
Bellandur,3035,6,6,1,21,21.52,,1,73.7,608.77
Sarjapur Road,2108,4,5,2,30,12.79,9.65,0,83.5,461.66
Indiranagar,2332,5,5,1,2,9.9,7.96,1,71.2,591.75
Electronic City,567,1,1,2,6,2.67,3.73,1,39.8,283.99
Koramangala,473,1,1,2,11,21.11,,1,55.0,229.45
Sarjapur Road,1186,1,2,0,31,9.08,,3,94.0,433.99
Koramangala,3843,6,5,2,33,26.61,2.4,0,45.7,600.91
Marathahalli,2645,4,3,3,24,5.69,3.54,1,36.1,443.84
JP Nagar,1947,4,5,0,23,21.6,9.88,0,64.1,356.16
Koramangala,2698,5,6,0,6,6.9,4.82,0,36.6,524.68
Whitefield,584,1,2,1,2,29.91,11.27,2,70.9,121.69
HSR Layout,470,1,1,0,32,16.15,0.81,1,70.2,221.52
Jayanagar,2794,5,6,1,13,17.7,5.41,2,53.0,516.61
Sarjapur Road,809,3,2,2,31,29.98,0.82,0,98.5,342.86
Jayanagar,713,1,2,1,32,11.07,6.08,2,52.7,437.19
Sarjapur Road,1783,4,3,1,2,28.33,8.96,1,61.5,435.11
Yelahanka,1022,1,2,1,10,20.84,2.89,1,36.8,214.13
JP Nagar,1109,1,2,3,31,8.83,9.76,1,70.1,308.23
Indiranagar,1498,3,4,0,13,25.17,12.58,2,40.4,563.96
Marathahalli,1344,3,2,1,28,23.97,,3,47.2,361.49
Marathahalli,450,1,1,0,4,5.95,6.0,0,38.8,164.19
Whitefield,885,2,3,1,6,26.93,14.64,3,48.4,331.64
Whitefield,1922,4,4,0,32,21.34,8.13,0,72.5,318.89
Jayanagar,768,1,2,0,28,0.51,9.02,1,81.4,386.63
Yelahanka,973,2,3,0,30,19.9,1.39,1,64.8,285.2
HSR Layout,994,2,3,1,7,27.78,5.76,3,94.2,429.24
Indiranagar,450,2,3,1,34,25.39,6.09,1,50.9,397.27
Electronic City,1282,4,4,3,11,17.8,10.64,0,85.3,318.14
JP Nagar,807,3,4,2,18,19.34,1.89,2,67.5,304.56
Hebbal,1756,2,2,3,25,6.25,9.45,1,91.0,465.06
Sarjapur Road,1421,1,1,0,27,13.7,,0,70.6,365.1
Marathahalli,716,1,2,0,29,8.91,12.06,2,60.1,257.89
Whitefield,1626,4,4,3,10,7.92,14.84,2,62.3,452.19
Electronic City,875,2,1,1,33,9.46,12.02,0,40.0,232.5
Whitefield,768,1,1,0,29,26.33,10.64,3,37.9,195.5
Indiranagar,464,1,1,2,6,3.22,,1,58.8,414.79
Indiranagar,1596,3,4,3,28,25.27,3.54,2,61.4,508.84
Marathahalli,1087,1,1,2,14,8.92,7.5,0,70.3,253.87
Jayanagar,858,2,2,1,34,11.44,2.3,0,63.3,273.01
Hebbal,450,1,1,1,9,2.18,2.89,1,92.5,243.65
Electronic City,2452,2,1,3,22,14.9,7.71,0,86.8,496.11
Marathahalli,999,1,1,2,29,20.76,4.29,0,56.5,278.95
Koramangala,1497,3,2,2,5,11.05,4.14,3,78.6,537.12
Indiranagar,1464,2,3,3,6,6.82,11.31,3,51.1,557.36
Whitefield,492,1,1,1,7,28.95,12.01,0,42.5,195.28
Koramangala,1876,4,4,1,25,27.07,9.68,2,92.5,598.83
Bellandur,1017,1,2,0,22,27.55,0.96,1,65.8,400.9
Electronic City,1052,3,4,2,6,12.1,12.78,1,81.6,350.71
Bellandur,450,2,3,3,16,3.69,9.05,0,50.1,312.92
Sarjapur Road,2664,4,4,0,34,6.88,6.56,4,48.7,508.99
Sarjapur Road,1283,2,2,0,9,29.85,2.5,1,62.0,409.02
Electronic City,1043,1,1,2,3,21.04,10.45,1,98.3,248.77
Whitefield,764,2,1,2,33,11.37,12.29,0,54.0,221.27
Yelahanka,1155,1,2,0,17,7.35,2.28,0,63.9,323.38
Jayanagar,1817,2,1,2,34,6.11,8.1,3,78.6,386.1
Electronic City,1138,1,2,2,18,9.96,4.73,1,60.2,354.8
Electronic City,1630,4,3,2,13,10.3,8.69,3,56.0,453.27
Jayanagar,589,1,2,0,23,10.87,10.91,0,79.5,297.95
Koramangala,450,1,1,3,17,2.82,10.27,2,60.7,311.4
Koramangala,723,2,1,2,16,19.15,14.47,1,45.9,367.75
HSR Layout,950,1,2,3,26,6.77,6.07,0,96.4,392.5
Yelahanka,611,2,3,0,28,19.87,8.15,1,65.8,93.3
Koramangala,1145,2,2,0,30,7.62,8.55,1,42.3,384.32
Indiranagar,1008,1,2,1,28,7.99,1.85,0,81.7,462.33
Indiranagar,450,1,1,0,21,27.26,4.99,1,95.8,392.01
Jayanagar,1940,4,3,2,31,2.15,11.95,1,99.1,418.27
Koramangala,1036,3,3,0,23,21.35,13.02,0,60.7,294.04
Electronic City,567,1,1,2,8,9.8,10.66,2,59.1,170.49
Yelahanka,450,1,1,2,9,18.94,,0,42.5,170.39
HSR Layout,5279,6,5,1,18,22.38,10.94,1,95.0,766.76
Indiranagar,872,1,2,2,19,29.48,1.46,2,90.0,319.76
Sarjapur Road,450,3,4,1,33,10.19,6.0,2,79.7,223.56
HSR Layout,465,1,1,2,1,12.28,3.99,1,46.9,339.91
Hebbal,1264,1,2,0,11,5.94,11.31,1,80.3,291.09
JP Nagar,742,1,1,0,27,28.34,7.5,1,51.9,303.27
Whitefield,1022,1,1,3,7,27.73,5.54,3,83.5,264.81
HSR Layout,1166,2,2,2,9,24.69,3.41,0,47.5,364.83
HSR Layout,1174,2,1,2,7,19.22,,2,89.0,380.53
Yelahanka,1170,2,3,1,33,6.04,,2,90.1,392.59
Hebbal,1069,2,2,2,1,12.15,,1,54.9,258.42
Jayanagar,3427,4,4,1,26,14.64,4.52,0,62.3,451.0
Jayanagar,951,1,2,3,22,12.93,0.48,0,45.2,314.53
Koramangala,2463,4,3,3,13,18.94,8.83,1,84.8,509.85
HSR Layout,1373,3,4,1,34,24.23,13.38,2,40.2,319.01
Indiranagar,2231,4,5,0,10,22.47,5.18,2,36.7,472.71
Marathahalli,1726,2,2,1,17,6.23,0.26,1,36.4,388.01
Hebbal,2514,4,4,3,6,6.93,12.68,0,76.2,510.24
Jayanagar,6257,6,5,2,10,3.21,0.61,1,42.3,952.98
Bellandur,1137,2,1,0,29,7.82,3.28,0,35.5,302.12
Jayanagar,1602,3,2,0,15,14.75,0.85,1,84.6,390.81
JP Nagar,4116,6,7,1,32,11.97,5.88,2,98.3,690.36
Hebbal,1400,4,3,1,33,21.83,2.31,0,36.6,321.12
Marathahalli,450,1,1,1,27,0.64,13.02,3,78.3,248.05
Electronic City,896,2,3,2,4,18.0,7.79,2,88.0,342.0
Indiranagar,950,2,2,1,17,18.64,7.15,1,35.6,323.54
Sarjapur Road,1309,2,3,1,19,23.51,0.67,1,67.7,341.09
Indiranagar,789,1,1,0,5,1.07,6.21,3,80.1,486.77
Hebbal,5412,6,5,0,31,22.12,11.83,2,90.6,663.37
Electronic City,4962,6,7,3,32,4.48,4.01,1,64.9,633.42
Jayanagar,450,1,1,1,17,18.58,6.59,2,100.0,268.22
Jayanagar,658,2,2,2,8,24.24,13.83,1,70.1,228.88
Indiranagar,2387,3,2,2,4,9.56,7.88,2,81.0,600.72
Electronic City,707,2,1,1,22,6.09,12.85,1,88.8,285.34
Hebbal,918,1,1,1,1,10.58,1.55,1,40.0,309.26
Electronic City,719,1,1,0,34,19.58,2.04,0,77.9,151.8
Yelahanka,2998,4,5,2,15,20.85,1.17,2,41.9,465.19
Sarjapur Road,1145,1,1,2,29,18.45,4.7,0,84.3,195.99
Jayanagar,2713,5,6,1,28,12.04,1.17,0,73.5,452.04
